Identifier,Gender,Ethinicity,Parent Education,lunch,Coaching,Numerical,Vocabulary,Comprehension,internet,freetime,goout,health,absences,Mjob,Fjob,reason,guardian,traveltime,studytime
7256,male,group B,bachelor's degree,standard,yes,70,93,40,no,1,1,5,52,services,services,other,other,3,1
7257,male,group C,high school,free/reduced,yes,77,73,50,no,2,2,1,4,health,at_home,other,mother,4,2
7258,male,group B,some high school,standard,none,74,74,45,yes,1,4,4,25,health,teacher,course,father,4,4
7259,female,group A,high school,standard,yes,87,82,41,yes,2,3,5,25,teacher,other,course,mother,2,2
7260,female,group A,some high school,standard,none,63,72,46,no,1,3,3,52,teacher,at_home,other,mother,2,1
7261,female,group B,some high school,free/reduced,none,80,91,63,no,4,5,4,59,services,services,other,other,2,3
7262,male,group C,some high school,free/reduced,yes,84,78,45,yes,3,3,4,15,other,teacher,other,mother,4,4
7263,male,group D,high school,free/reduced,none,62,93,34,yes,4,2,5,22,at_home,services,reputation,mother,1,1
7264,male,group E,some college,standard,none,91,85,39,no,3,1,1,0,teacher,teacher,home,other,4,2
7265,male,group A,high school,free/reduced,yes,64,72,67,yes,3,5,1,59,other,services,reputation,mother,2,1
7266,female,group A,some high school,standard,yes,87,95,63,no,1,2,2,4,other,teacher,reputation,father,4,3
7267,female,group A,master's degree,standard,yes,61,85,48,yes,3,4,5,26,other,teacher,home,father,2,2
7268,male,group C,master's degree,standard,none,89,90,35,yes,1,3,3,47,at_home,teacher,other,father,3,4
7269,male,group C,bachelor's degree,free/reduced,yes,75,84,49,yes,1,1,5,18,at_home,health,course,other,3,1
7270,male,group D,some high school,free/reduced,yes,63,98,51,yes,1,1,2,73,health,teacher,other,father,3,2
7271,female,group C,some college,standard,yes,80,80,41,no,4,4,2,21,other,other,reputation,other,4,3
7272,female,group B,bachelor's degree,free/reduced,none,70,81,40,yes,2,5,3,58,health,health,reputation,other,4,3
7273,female,group E,some high school,free/reduced,none,66,77,66,no,2,1,5,67,services,at_home,home,other,2,2
7274,male,group C,master's degree,standard,none,85,86,50,no,3,4,2,52,health,teacher,reputation,other,1,2
7275,male,group A,some high school,standard,none,69,91,52,yes,3,2,4,73,other,health,home,mother,2,1
7276,male,group E,some college,standard,none,90,75,61,yes,3,4,4,45,services,teacher,course,other,4,1
7277,female,group C,bachelor's degree,free/reduced,yes,79,90,40,no,4,3,3,53,other,at_home,course,father,3,1
7278,male,group A,some college,free/reduced,yes,70,77,45,yes,4,3,2,23,at_home,health,other,other,2,3
7279,male,group B,high school,standard,none,64,83,37,no,4,4,1,24,teacher,other,other,mother,3,1
7280,male,group E,bachelor's degree,standard,none,98,79,49,yes,2,4,2,33,at_home,at_home,course,other,4,4
7281,male,group B,high school,free/reduced,yes,96,76,32,no,4,3,1,6,services,health,other,other,4,1
7282,female,group A,bachelor's degree,free/reduced,none,94,82,66,no,5,1,2,62,at_home,health,home,father,4,1
7283,male,group E,some college,free/reduced,yes,81,72,39,yes,1,3,1,34,teacher,health,other,other,4,4
7284,female,group C,high school,free/reduced,none,63,79,38,no,1,1,1,50,at_home,health,home,other,1,2
7285,female,group B,some college,standard,yes,70,91,58,no,5,1,1,42,health,other,other,father,1,2
7286,male,group B,bachelor's degree,free/reduced,none,78,79,40,no,5,2,3,3,at_home,services,home,father,3,3
7287,male,group E,high school,standard,yes,73,85,50,yes,3,3,4,32,other,teacher,reputation,father,1,4
7288,male,group D,some high school,free/reduced,yes,65,82,34,yes,3,1,2,9,health,health,reputation,other,2,1
7289,female,group E,some high school,free/reduced,yes,76,78,64,no,4,2,2,69,health,at_home,home,father,4,1
7290,female,group B,some high school,free/reduced,yes,72,89,30,yes,5,1,2,15,services,teacher,other,father,1,3
7291,female,group B,some college,free/reduced,none,82,96,30,no,5,4,4,2,health,at_home,course,mother,2,1
7292,male,group A,bachelor's degree,standard,yes,64,95,58,yes,4,4,3,74,at_home,other,other,mother,1,2
7293,male,group D,high school,free/reduced,none,64,77,43,yes,3,1,5,13,health,at_home,home,other,1,4
7294,female,group C,some college,standard,yes,79,79,58,yes,2,4,2,44,health,at_home,course,father,3,1
7295,female,group C,some high school,free/reduced,yes,85,75,62,no,1,4,5,13,other,teacher,course,other,3,4
7296,male,group E,some college,free/reduced,none,88,77,68,no,3,4,3,31,services,other,home,mother,1,2
7297,male,group D,master's degree,standard,yes,89,88,56,no,1,2,5,54,teacher,services,course,mother,2,4
7298,male,group C,some college,standard,yes,64,74,42,yes,1,5,5,0,health,services,other,father,1,1
7299,male,group C,master's degree,free/reduced,none,97,76,49,yes,2,4,1,13,health,health,reputation,mother,4,4
7300,male,group B,high school,standard,none,86,78,70,yes,5,4,3,74,at_home,other,course,other,2,2
7301,male,group C,master's degree,free/reduced,none,84,90,68,no,4,2,5,47,teacher,health,course,mother,4,3
7302,male,group B,high school,free/reduced,yes,92,74,54,no,1,5,5,3,other,services,other,other,3,1
7303,male,group E,some high school,free/reduced,yes,63,92,57,no,2,3,3,63,at_home,services,reputation,mother,4,1
7304,male,group A,some college,free/reduced,none,79,90,30,no,4,4,3,30,services,health,course,other,1,3
7305,male,group D,master's degree,standard,none,70,86,50,no,3,2,1,1,at_home,at_home,reputation,other,4,2
7306,female,group B,some high school,standard,yes,68,96,32,yes,1,2,1,23,health,other,reputation,mother,3,3
7307,female,group D,some high school,standard,yes,91,93,52,no,5,5,2,75,other,services,home,father,4,1
7308,female,group B,high school,standard,yes,72,72,64,yes,1,1,2,15,teacher,health,reputation,other,1,2
7309,male,group A,some high school,standard,yes,94,85,48,yes,1,2,4,4,health,services,reputation,mother,1,2
7310,male,group B,high school,free/reduced,none,64,74,39,no,4,5,2,64,other,other,other,mother,4,4
7311,male,group D,some high school,free/reduced,none,74,88,51,no,5,2,3,48,teacher,other,course,father,3,4
7312,male,group E,some high school,free/reduced,none,89,76,30,yes,1,1,2,7,services,other,course,other,4,3
7313,male,group E,some high school,standard,none,96,74,34,yes,4,1,3,41,teacher,other,course,mother,2,3
7314,male,group C,some college,standard,none,90,73,36,yes,2,4,5,1,services,at_home,reputation,mother,2,2
7315,male,group A,master's degree,standard,none,71,80,49,yes,2,3,5,60,health,other,course,mother,2,2
7316,female,group E,master's degree,standard,none,77,74,45,no,3,2,2,19,health,health,other,other,4,1
7317,female,group C,master's degree,standard,none,82,78,52,no,3,3,4,52,health,other,reputation,father,3,1
7318,male,group B,high school,free/reduced,yes,63,89,53,no,3,3,2,54,teacher,other,reputation,mother,4,2
7319,male,group A,master's degree,free/reduced,yes,93,74,49,no,5,1,4,32,other,other,other,mother,2,2
7320,male,group B,master's degree,free/reduced,none,84,94,48,no,3,5,1,70,health,other,other,other,3,1
7321,male,group A,some college,free/reduced,yes,71,89,56,no,3,3,1,36,services,at_home,reputation,other,4,1
7322,male,group B,some college,free/reduced,yes,95,83,46,yes,3,1,3,74,other,at_home,reputation,father,4,3
7323,male,group A,some high school,standard,yes,82,87,37,yes,3,2,1,29,other,teacher,home,father,2,3
7324,male,group B,master's degree,free/reduced,yes,84,83,31,yes,3,2,4,27,health,health,reputation,other,4,3
7325,female,group A,master's degree,standard,none,68,78,48,yes,3,4,1,61,teacher,at_home,home,father,3,4
7326,male,group B,high school,free/reduced,yes,61,79,51,no,3,4,5,13,other,teacher,home,other,1,2
7327,female,group A,bachelor's degree,standard,none,97,74,52,yes,4,1,5,33,health,health,course,mother,3,3
7328,female,group A,master's degree,free/reduced,yes,69,98,55,no,5,3,2,45,services,health,reputation,father,3,2
7329,male,group E,high school,free/reduced,none,72,91,61,no,3,1,5,52,teacher,services,other,mother,2,3
7330,female,group A,master's degree,standard,yes,80,89,42,yes,1,5,3,34,health,other,course,father,1,4
7331,male,group D,some college,standard,none,68,87,65,yes,5,5,5,61,other,services,home,father,4,1
7332,male,group C,high school,standard,yes,60,81,62,no,2,5,2,53,teacher,at_home,other,other,2,4
7333,male,group E,high school,free/reduced,yes,69,89,54,no,1,2,2,14,teacher,health,home,mother,2,2
7334,female,group B,master's degree,free/reduced,none,91,86,48,no,1,3,5,36,health,services,course,other,4,4
7335,female,group E,bachelor's degree,free/reduced,none,64,88,61,no,2,5,3,4,health,health,reputation,other,2,1
7336,male,group B,some college,standard,yes,95,84,44,no,5,4,4,14,teacher,other,reputation,mother,1,4
7337,female,group C,high school,standard,yes,74,73,33,no,3,4,4,9,teacher,other,reputation,other,3,1
7338,male,group B,bachelor's degree,standard,yes,88,74,30,yes,3,4,3,65,teacher,teacher,other,mother,4,1
7339,female,group E,some college,free/reduced,yes,60,91,55,no,3,1,2,6,services,at_home,course,mother,1,4
7340,male,group A,high school,free/reduced,none,97,77,51,no,2,2,2,73,other,health,other,mother,2,2
7341,male,group E,high school,free/reduced,none,67,94,51,no,2,5,2,23,at_home,at_home,other,other,4,1
7342,male,group B,some college,standard,yes,96,76,64,no,4,3,3,7,at_home,health,other,other,1,1
7343,female,group B,high school,free/reduced,none,73,98,38,no,1,2,5,19,teacher,teacher,home,mother,3,1
7344,female,group B,master's degree,standard,yes,91,78,65,yes,2,5,3,45,health,services,course,other,2,2
7345,male,group D,some high school,free/reduced,none,63,98,55,no,2,3,5,4,other,teacher,other,other,2,2
7346,male,group A,master's degree,free/reduced,yes,67,72,70,no,4,2,2,29,teacher,health,course,other,2,1
7347,female,group A,master's degree,free/reduced,yes,100,72,44,no,2,4,4,39,teacher,services,course,father,3,4
7348,male,group E,bachelor's degree,standard,none,69,90,41,no,2,2,5,26,at_home,at_home,other,father,2,3
7349,female,group B,some high school,free/reduced,yes,62,95,57,no,3,5,2,36,at_home,services,other,mother,3,4
7350,male,group E,high school,standard,yes,97,94,46,yes,5,2,2,50,health,services,other,other,2,3
7351,female,group B,some high school,free/reduced,none,86,88,50,no,5,2,4,71,other,at_home,other,father,4,4
7352,male,group D,some college,standard,yes,89,72,68,no,1,5,4,44,health,teacher,home,father,2,4
7353,male,group B,some high school,standard,yes,64,78,53,yes,5,2,4,3,other,at_home,home,mother,4,3
7354,female,group D,high school,free/reduced,none,86,78,46,no,1,1,1,30,other,services,home,father,1,4
7355,male,group E,some high school,free/reduced,yes,68,98,36,yes,5,2,2,3,services,other,home,father,1,1
7356,male,group C,some high school,free/reduced,none,69,77,45,no,2,1,2,66,health,health,other,mother,2,1
7357,male,group E,some college,standard,none,63,84,44,yes,5,1,1,67,services,health,reputation,mother,1,3
7358,female,group B,bachelor's degree,free/reduced,yes,82,97,66,yes,5,4,2,56,at_home,at_home,course,mother,3,4
7359,female,group B,master's degree,standard,none,86,77,67,no,4,2,3,62,services,teacher,course,father,2,1
7360,male,group E,bachelor's degree,standard,yes,98,86,43,no,3,3,2,75,teacher,health,reputation,mother,4,1
7361,male,group B,master's degree,free/reduced,none,72,84,64,yes,4,3,2,15,at_home,services,home,mother,4,1
7362,female,group A,master's degree,free/reduced,yes,99,86,63,no,2,5,2,9,health,services,reputation,father,4,4
7363,female,group D,master's degree,standard,none,95,84,62,no,4,4,3,61,other,services,course,father,1,3
7364,female,group C,high school,standard,none,91,95,52,yes,1,3,4,27,other,other,reputation,mother,3,4
7365,female,group B,master's degree,free/reduced,yes,60,94,43,no,1,1,4,7,other,at_home,reputation,mother,3,1
7366,female,group B,bachelor's degree,free/reduced,none,99,81,66,no,2,1,1,21,health,teacher,reputation,father,2,2
7367,female,group E,high school,standard,none,74,75,48,no,2,2,3,46,health,teacher,course,mother,3,3
7368,male,group B,some college,standard,yes,62,78,59,yes,4,1,2,48,at_home,services,course,father,2,1
7369,male,group A,bachelor's degree,standard,yes,94,87,38,yes,3,5,3,33,at_home,other,home,other,4,1
7370,male,group B,bachelor's degree,free/reduced,none,96,82,40,yes,5,5,1,16,services,services,course,other,4,3
7371,female,group C,some high school,standard,none,86,85,69,no,2,2,4,67,health,at_home,other,other,2,3
7372,female,group B,some college,standard,none,86,73,47,no,2,3,5,6,teacher,health,reputation,father,1,3
7373,female,group A,master's degree,free/reduced,none,91,77,34,yes,4,4,1,58,services,other,reputation,mother,4,3
7374,male,group E,master's degree,standard,yes,100,74,65,yes,4,4,4,68,other,other,other,mother,3,4
7375,female,group D,high school,standard,yes,78,80,59,no,5,4,2,52,teacher,teacher,other,other,3,2
7376,male,group C,master's degree,standard,yes,68,94,66,yes,2,1,4,72,at_home,health,course,other,1,4
7377,male,group E,high school,free/reduced,none,65,78,35,yes,3,1,5,23,teacher,at_home,reputation,other,3,4
7378,male,group E,bachelor's degree,standard,none,77,82,48,no,4,5,3,73,health,services,home,mother,3,3
7379,female,group E,some high school,free/reduced,none,79,88,67,no,2,2,4,39,other,at_home,reputation,other,3,2
7380,male,group E,some college,free/reduced,none,69,76,38,yes,3,3,3,29,services,other,other,mother,1,3
7381,male,group C,some high school,standard,yes,76,97,34,no,4,2,5,12,services,at_home,other,father,4,2
7382,male,group E,bachelor's degree,free/reduced,yes,77,98,42,no,3,3,3,56,other,services,course,mother,3,3
7383,female,group B,some college,free/reduced,none,99,96,42,yes,5,1,3,48,teacher,teacher,reputation,mother,4,4
7384,male,group B,high school,free/reduced,yes,98,80,33,no,5,4,2,8,services,services,other,other,4,2
7385,male,group B,bachelor's degree,free/reduced,none,97,91,64,no,5,1,3,57,services,health,other,other,2,2
7386,female,group B,some high school,standard,yes,100,91,50,yes,1,3,1,49,services,at_home,other,father,1,3
7387,female,group B,master's degree,free/reduced,none,66,83,48,no,2,4,1,71,services,teacher,home,other,1,2
7388,male,group A,master's degree,standard,none,75,90,33,no,4,2,5,38,at_home,other,other,other,1,1
7389,female,group D,some high school,standard,yes,80,97,42,no,2,4,3,67,services,at_home,reputation,mother,3,1
7390,male,group D,master's degree,standard,yes,79,91,50,no,4,5,5,43,services,health,other,mother,2,2
7391,male,group A,some college,free/reduced,yes,75,92,69,no,1,2,3,47,other,other,other,father,3,2
7392,female,group B,some high school,free/reduced,none,64,88,35,no,3,5,5,67,teacher,services,course,mother,2,3
7393,male,group B,master's degree,standard,none,64,76,65,no,3,3,2,60,at_home,other,other,mother,4,2
7394,female,group A,some high school,free/reduced,none,69,98,52,yes,1,4,4,56,health,services,home,mother,2,2
7395,female,group A,some high school,standard,none,98,74,62,yes,4,4,3,4,services,health,other,father,1,2
7396,female,group B,master's degree,free/reduced,none,93,74,60,yes,4,1,5,36,at_home,other,other,mother,4,2
7397,male,group E,high school,free/reduced,yes,77,91,53,no,2,5,1,70,services,at_home,reputation,mother,2,3
7398,male,group A,some college,standard,yes,61,91,57,yes,2,2,1,6,health,services,home,mother,3,1
7399,female,group A,some high school,standard,yes,98,79,47,no,1,5,4,22,at_home,health,other,mother,4,2
7400,male,group C,master's degree,free/reduced,yes,98,88,39,no,5,4,3,42,health,teacher,home,mother,1,4
7401,male,group A,some college,standard,none,78,96,47,yes,3,4,2,18,teacher,teacher,reputation,father,1,1
7402,male,group C,master's degree,free/reduced,yes,69,80,61,yes,3,2,4,38,other,other,course,father,1,2
7403,male,group C,master's degree,standard,yes,99,85,59,yes,5,4,4,25,health,health,reputation,mother,1,1
7404,female,group B,master's degree,free/reduced,none,89,95,54,yes,3,2,4,48,teacher,other,other,other,3,4
7405,female,group A,high school,standard,yes,73,80,70,yes,5,5,1,0,other,at_home,reputation,other,3,3
7406,female,group E,high school,free/reduced,none,65,88,30,no,3,4,2,12,teacher,services,reputation,other,1,4
7407,female,group A,high school,standard,yes,80,73,56,no,5,2,4,15,teacher,teacher,reputation,father,4,2
7408,male,group D,high school,free/reduced,yes,82,74,62,yes,3,3,3,9,at_home,health,other,mother,1,1
7409,male,group E,some high school,standard,none,65,79,53,no,4,3,3,40,teacher,health,home,mother,1,1
7410,male,group C,some high school,free/reduced,yes,84,86,64,yes,3,1,5,3,at_home,services,other,father,3,1
7411,male,group A,high school,standard,yes,93,71,45,yes,2,1,1,31,health,teacher,reputation,father,4,2
7412,female,group B,some college,standard,none,93,94,31,yes,5,2,2,0,other,other,home,other,3,4
7413,female,group C,some high school,free/reduced,none,86,78,60,no,3,1,1,69,at_home,health,other,other,1,3
7414,female,group B,high school,free/reduced,none,60,89,54,no,1,1,4,60,other,health,course,father,2,3
7415,female,group D,high school,standard,yes,76,91,34,yes,4,4,2,6,services,health,reputation,mother,4,1
7416,female,group A,master's degree,standard,none,87,94,46,yes,4,4,5,19,health,health,reputation,mother,3,2
7417,female,group A,high school,free/reduced,none,98,83,56,yes,1,5,5,25,health,at_home,reputation,father,3,1
7418,male,group E,some high school,standard,none,65,89,30,yes,3,4,2,63,other,health,reputation,father,4,2
7419,female,group B,some high school,standard,none,78,95,46,no,1,5,5,61,teacher,teacher,reputation,other,4,3
7420,female,group E,some high school,free/reduced,none,92,91,68,no,1,5,1,67,teacher,at_home,course,mother,4,3
7421,female,group A,some college,free/reduced,none,60,83,49,yes,5,4,4,43,health,services,reputation,father,1,1
7422,male,group E,some high school,free/reduced,yes,78,84,60,no,3,5,4,3,other,other,reputation,mother,2,3
7423,female,group B,some college,free/reduced,none,64,78,66,no,2,2,4,45,other,health,reputation,father,3,1
7424,female,group E,bachelor's degree,standard,yes,62,95,55,yes,1,4,4,40,other,at_home,home,other,2,1
7425,male,group E,some college,standard,yes,69,72,40,yes,3,4,5,1,at_home,other,other,other,4,3
7426,female,group C,master's degree,standard,yes,81,97,50,yes,4,1,3,42,at_home,services,home,other,4,3
7427,female,group A,some college,free/reduced,yes,69,92,59,yes,1,1,5,61,services,other,other,mother,4,1
7428,female,group C,some college,standard,yes,74,98,69,yes,2,1,1,41,at_home,services,course,mother,3,3
7429,female,group B,bachelor's degree,standard,yes,83,79,51,yes,4,3,5,20,services,other,other,father,3,4
7430,male,group B,master's degree,free/reduced,none,71,75,34,yes,4,1,4,72,at_home,health,home,father,1,2
7431,female,group C,some high school,free/reduced,yes,80,71,59,no,4,4,1,47,at_home,health,reputation,father,1,1
7432,female,group D,master's degree,free/reduced,yes,79,87,42,no,1,4,1,42,at_home,services,home,mother,2,4
7433,male,group B,master's degree,standard,none,62,98,43,yes,2,5,2,24,other,other,course,father,4,2
7434,female,group D,bachelor's degree,standard,yes,65,71,32,no,3,5,1,16,teacher,health,home,father,2,4
7435,male,group C,bachelor's degree,standard,none,100,82,52,no,4,3,3,43,other,at_home,course,mother,4,1
7436,male,group B,master's degree,standard,none,67,80,53,yes,4,3,2,11,at_home,at_home,home,mother,3,4
7437,female,group A,master's degree,free/reduced,yes,85,77,32,yes,4,3,4,20,health,other,other,other,3,3
7438,male,group E,high school,standard,none,92,95,52,no,5,2,1,73,teacher,at_home,course,father,2,4
7439,male,group E,high school,standard,none,84,90,46,no,2,4,2,24,services,services,home,mother,2,3
7440,female,group B,some college,standard,none,63,96,59,no,5,4,2,13,health,health,home,father,2,3
7441,male,group A,some high school,standard,none,96,86,58,no,4,4,1,50,at_home,other,other,father,2,2
7442,male,group A,bachelor's degree,standard,none,92,93,51,yes,3,5,1,3,services,services,home,mother,2,4
7443,male,group C,high school,free/reduced,yes,74,71,33,yes,2,3,4,51,services,at_home,course,other,2,3
7444,male,group A,bachelor's degree,free/reduced,none,60,86,48,yes,4,3,3,13,health,teacher,reputation,father,1,4
7445,male,group E,master's degree,free/reduced,none,68,97,48,no,3,4,4,57,teacher,other,other,mother,2,2
7446,male,group B,some college,free/reduced,yes,98,87,44,yes,1,2,2,67,at_home,health,home,other,4,4
7447,female,group E,high school,free/reduced,yes,67,81,43,yes,2,1,1,6,other,at_home,reputation,father,4,2
7448,female,group A,some college,free/reduced,yes,82,79,58,no,4,5,4,19,services,teacher,home,mother,2,3
7449,male,group D,high school,free/reduced,none,94,82,42,no,1,3,1,18,teacher,other,reputation,other,1,4
7450,male,group C,high school,standard,yes,98,77,44,yes,2,3,2,73,services,other,other,father,4,1
7451,male,group B,some college,free/reduced,none,94,71,60,no,4,4,2,41,at_home,teacher,course,other,2,4
7452,female,group B,master's degree,standard,yes,92,71,37,no,3,2,2,29,teacher,other,home,father,2,4
7453,male,group B,high school,standard,yes,78,96,32,yes,1,1,3,65,at_home,health,other,mother,2,2
7454,male,group A,master's degree,free/reduced,none,89,74,47,no,5,1,4,5,teacher,teacher,reputation,mother,4,2
7455,female,group D,some college,standard,none,77,87,50,yes,2,1,3,73,teacher,other,course,father,3,3
7456,male,group D,some high school,standard,none,92,78,70,no,5,3,1,10,health,at_home,other,other,4,3
7457,female,group C,some college,free/reduced,yes,89,80,63,yes,1,2,1,46,at_home,at_home,home,father,3,1
7458,female,group C,master's degree,free/reduced,none,89,85,32,no,5,3,3,26,at_home,services,reputation,mother,4,4
7459,female,group D,some high school,standard,none,73,96,30,no,2,2,2,68,health,health,other,mother,4,2
7460,male,group D,some high school,free/reduced,yes,62,86,57,yes,5,5,2,39,health,teacher,other,other,3,3
7461,male,group B,high school,standard,yes,84,90,61,yes,2,5,5,37,teacher,services,other,father,1,3
7462,female,group A,high school,standard,yes,95,78,48,yes,4,5,1,25,teacher,other,reputation,mother,2,2
7463,male,group E,master's degree,free/reduced,none,66,97,56,no,3,4,5,46,other,services,home,mother,2,3
7464,female,group D,master's degree,free/reduced,yes,73,75,37,no,3,5,2,8,other,health,reputation,father,2,1
7465,male,group E,bachelor's degree,free/reduced,yes,99,72,63,no,1,1,1,65,services,services,reputation,father,1,2
7466,female,group E,master's degree,free/reduced,yes,68,93,66,yes,3,4,5,26,health,services,reputation,other,2,1
7467,female,group D,bachelor's degree,free/reduced,yes,79,85,39,yes,4,1,3,20,services,at_home,course,other,3,3
7468,male,group A,some high school,standard,yes,91,87,48,no,3,3,2,39,services,other,other,other,4,3
7469,female,group D,some college,standard,yes,92,77,36,no,5,5,5,15,at_home,at_home,reputation,father,2,4
7470,male,group B,high school,standard,yes,99,85,63,yes,4,4,5,51,teacher,teacher,home,father,4,3
7471,male,group E,master's degree,free/reduced,yes,76,96,32,yes,1,4,5,59,teacher,other,reputation,mother,1,3
7472,female,group C,master's degree,standard,none,81,98,35,no,3,4,2,11,at_home,health,reputation,other,3,4
7473,male,group A,bachelor's degree,free/reduced,yes,78,95,54,yes,5,5,3,37,at_home,at_home,home,mother,1,1
7474,male,group B,some college,free/reduced,yes,75,85,69,yes,5,2,2,69,other,at_home,other,father,1,4
7475,female,group A,some high school,free/reduced,yes,69,98,37,no,2,2,3,10,other,health,home,other,3,4
7476,male,group E,some college,standard,none,81,90,34,yes,3,4,1,58,at_home,health,other,other,3,3
7477,female,group D,some high school,free/reduced,none,90,90,58,no,1,2,2,15,teacher,services,course,other,2,1
7478,female,group D,some college,free/reduced,yes,75,87,43,yes,2,3,4,8,other,teacher,home,father,4,1
7479,male,group C,some high school,standard,yes,95,78,47,yes,3,2,5,9,services,health,home,father,2,1
7480,female,group D,some college,standard,none,93,97,33,no,4,2,3,68,services,at_home,other,father,4,4
7481,male,group A,some high school,standard,none,66,72,43,no,4,3,3,53,health,other,reputation,other,1,3
7482,male,group A,master's degree,standard,none,71,82,41,yes,5,1,3,70,at_home,health,reputation,father,3,4
7483,male,group B,master's degree,standard,yes,74,72,65,yes,5,1,2,30,at_home,services,reputation,other,4,4
7484,female,group E,high school,free/reduced,none,97,77,49,no,5,3,2,33,other,other,course,other,1,4
7485,male,group B,high school,free/reduced,none,97,84,38,no,5,4,1,18,other,teacher,home,other,1,3
7486,female,group C,bachelor's degree,standard,none,88,88,36,no,1,5,4,15,teacher,other,course,father,2,4
7487,female,group D,bachelor's degree,free/reduced,none,73,74,60,no,2,2,5,39,teacher,health,home,other,3,2
7488,male,group B,some college,standard,yes,73,88,34,yes,1,2,4,52,at_home,at_home,home,father,2,4
7489,female,group E,some college,standard,none,62,90,66,no,2,3,1,58,health,health,other,other,3,4
7490,male,group D,some high school,free/reduced,yes,71,82,66,no,4,4,2,60,services,other,course,other,2,2
7491,male,group B,high school,standard,none,62,80,54,yes,1,1,2,52,services,other,reputation,mother,1,3
7492,male,group A,bachelor's degree,free/reduced,none,90,88,56,no,4,1,2,25,other,other,other,other,3,4
7493,female,group C,some college,free/reduced,none,87,86,42,no,5,1,5,49,at_home,other,reputation,mother,1,4
7494,male,group D,master's degree,free/reduced,none,66,85,53,yes,4,2,4,43,health,at_home,other,mother,4,1
7495,female,group C,high school,standard,yes,82,71,57,no,4,3,2,37,other,other,home,other,2,4
7496,male,group D,bachelor's degree,free/reduced,none,90,93,68,no,5,5,5,63,at_home,other,other,other,3,1
7497,male,group B,some college,standard,yes,92,90,64,yes,1,5,2,63,services,other,other,father,4,4
7498,female,group B,high school,free/reduced,yes,88,83,57,yes,5,2,1,15,other,at_home,other,other,1,4
7499,female,group B,high school,free/reduced,none,68,79,35,yes,5,2,4,66,teacher,at_home,home,mother,2,1
7500,male,group E,some high school,free/reduced,yes,66,74,53,yes,1,1,3,28,teacher,other,other,other,2,3
7501,female,group C,high school,free/reduced,yes,88,83,30,no,3,5,1,10,at_home,other,home,mother,4,3
7502,male,group A,bachelor's degree,free/reduced,none,79,87,63,yes,2,1,1,72,other,health,course,father,2,1
7503,female,group A,some college,standard,yes,75,86,62,no,3,5,1,70,other,services,course,father,2,3
7504,male,group A,some college,standard,none,94,71,65,yes,4,1,5,54,other,health,home,mother,1,3
7505,male,group D,high school,free/reduced,none,71,88,31,no,5,2,5,71,services,health,reputation,mother,4,3
7506,female,group D,bachelor's degree,standard,yes,81,79,70,yes,2,4,1,57,at_home,health,other,father,4,2
7507,female,group A,master's degree,standard,none,84,84,60,no,4,1,1,60,other,other,course,father,2,2
7508,male,group A,some college,free/reduced,yes,62,84,51,no,3,5,1,38,other,teacher,other,mother,2,2
7509,female,group B,some college,free/reduced,none,66,97,43,yes,2,1,3,39,other,teacher,other,other,4,1
7510,female,group A,high school,free/reduced,none,91,77,57,no,3,2,5,38,other,teacher,reputation,mother,2,1
7511,female,group E,some high school,free/reduced,yes,84,84,40,yes,2,1,4,41,other,at_home,other,father,4,1
7512,male,group E,bachelor's degree,free/reduced,none,75,80,32,no,3,3,3,5,health,services,home,father,3,2
7513,female,group C,bachelor's degree,free/reduced,none,87,87,57,yes,3,3,1,49,teacher,teacher,home,mother,3,4
7514,female,group C,some college,standard,yes,77,80,63,yes,4,4,4,68,other,at_home,home,father,1,2
7515,male,group E,some high school,free/reduced,yes,100,74,61,no,4,5,4,51,other,health,reputation,other,2,2
7516,female,group A,some college,free/reduced,yes,95,85,56,yes,4,2,4,67,health,at_home,other,other,2,3
7517,female,group A,some college,free/reduced,yes,76,95,52,yes,4,1,4,68,other,services,reputation,mother,3,3
7518,male,group D,bachelor's degree,standard,yes,94,74,56,no,5,3,2,73,other,services,course,father,3,3
7519,female,group A,bachelor's degree,standard,none,68,83,47,no,4,1,1,37,health,other,home,father,1,4
7520,female,group C,some college,standard,none,68,89,70,no,1,5,3,12,teacher,at_home,home,mother,2,1
7521,male,group B,bachelor's degree,standard,yes,72,93,39,no,1,5,4,15,health,at_home,reputation,other,1,2
7522,male,group E,some college,standard,yes,86,76,48,no,3,1,5,63,services,at_home,reputation,other,2,1
7523,female,group A,bachelor's degree,free/reduced,none,82,90,42,yes,3,5,1,62,at_home,services,reputation,other,2,4
7524,female,group A,some high school,free/reduced,yes,72,92,51,no,5,5,5,22,at_home,other,reputation,mother,4,2
7525,female,group D,high school,free/reduced,none,60,90,42,no,1,1,4,20,other,other,other,other,2,1
7526,female,group D,bachelor's degree,standard,none,80,83,43,yes,4,4,3,49,teacher,teacher,home,other,2,1
7527,male,group A,some college,free/reduced,yes,80,75,32,yes,5,3,5,4,at_home,health,home,mother,2,1
7528,male,group B,bachelor's degree,standard,yes,76,72,56,yes,3,2,1,7,services,other,course,other,1,4
7529,female,group A,some high school,free/reduced,yes,93,91,30,no,2,3,5,45,health,services,reputation,father,3,3
7530,male,group D,master's degree,free/reduced,none,61,84,44,yes,5,2,1,64,services,teacher,other,father,4,2
7531,female,group B,master's degree,standard,yes,97,91,35,yes,3,5,4,56,teacher,health,other,mother,2,3
